household_id,efficient_windows,energy_intensity_kwh_m2,floor_area_m2,building_age,year_built,housing_type,climate_zone,cold_climate,household_size,income_bin
101892,1,182.22042930887372,119.84487,15.0,2005.0,Mobile,Cold,1,2,12
101893,1,147.0855622267273,78.96755,35.0,1985.0,Apt-5plus,Mixed-Humid,0,4,4
101894,1,95.10918354522246,148.6448,35.0,1985.0,SF-Detached,Hot-Dry,0,1,5
101895,1,110.7870185313935,232.2575,5.0,2015.0,SF-Detached,Cold,1,5,13
101896,0,380.2520101920283,39.01926,45.0,1975.0,Apt-2to4,Cold,1,1,1
101897,1,182.28234908002483,213.6769,35.0,1985.0,SF-Detached,Hot-Humid,0,3,15
101898,1,129.8146817748415,74.3224,15.0,2005.0,SF-Detached,Cold,1,1,7
101899,1,183.33933663163853,171.87055,65.0,1955.0,SF-Detached,Cold,1,2,15
101900,1,229.22596736592578,76.18046,75.0,1945.0,SF-Attached,Mixed-Humid,0,4,12
101901,1,84.72059587010199,427.3538,45.0,1975.0,SF-Detached,Cold,1,2,14
101902,0,94.31618005019618,167.2254,75.0,1945.0,SF-Detached,Mixed-Humid,0,4,6
101903,1,87.76909588004442,176.5157,15.0,2005.0,SF-Detached,Hot-Dry,0,3,12
101904,1,119.22699660784198,246.19295,75.0,1945.0,SF-Detached,Marine,0,4,16
101905,1,153.63426104528938,139.3545,45.0,1975.0,SF-Detached,Mixed-Humid,0,3,15
101906,0,163.1750673543384,120.7739,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,9
101907,1,94.98061413927643,297.2896,55.0,1965.0,SF-Detached,Hot-Dry,0,2,9
101908,1,138.16889857111306,250.8381,15.0,2005.0,SF-Detached,Cold,1,2,13
101909,1,220.11150647491962,111.4836,5.0,2015.0,Apt-2to4,Mixed-Humid,0,2,14
101910,1,261.226258269081,222.9672,45.0,1975.0,SF-Detached,Very-Cold,1,4,16
101911,1,159.54418318770385,148.6448,25.0,1995.0,Mobile,Cold,1,3,12
101912,1,207.45708553262304,185.806,65.0,1955.0,SF-Detached,Cold,1,2,14
101913,1,125.53162430556397,222.9672,55.0,1965.0,SF-Detached,Mixed-Dry,0,4,12
101914,1,107.70845693350512,371.612,15.0,2005.0,SF-Detached,Mixed-Humid,0,1,16
101915,1,61.23668955837368,156.07704,25.0,1995.0,Mobile,Marine,0,2,8
101916,1,84.06023913136568,148.6448,45.0,1975.0,SF-Detached,Cold,1,3,16
101917,1,94.5931405338388,197.88339,45.0,1975.0,SF-Detached,Mixed-Humid,0,3,9
101918,0,91.86649790542262,65.0321,75.0,1945.0,Apt-5plus,Mixed-Humid,0,4,11
101920,0,83.60215017859653,72.46433999999999,5.0,2015.0,Apt-5plus,Hot-Humid,0,1,13
101921,1,101.49097809469794,269.4187,15.0,2005.0,SF-Attached,Mixed-Humid,0,2,13
101922,1,54.314791625227585,368.82491,65.0,1955.0,SF-Detached,Cold,1,2,6
101924,0,135.14238479684877,130.0642,35.0,1985.0,Mobile,Hot-Humid,0,4,10
101925,0,47.47797417160569,179.30279,35.0,1985.0,SF-Detached,Hot-Humid,0,4,12
101926,0,199.38750410674692,153.28995,75.0,1945.0,SF-Detached,Mixed-Humid,0,1,9
101927,1,77.30796576041459,390.19259999999997,5.0,2015.0,SF-Detached,Hot-Humid,0,3,12
101928,0,234.30875333489467,287.9993,75.0,1945.0,SF-Detached,Mixed-Humid,0,1,16
101929,1,136.86590094011086,229.47041,45.0,1975.0,SF-Detached,Cold,1,1,16
101930,0,125.24818669825021,185.806,25.0,1995.0,Mobile,Mixed-Humid,0,3,15
101931,0,139.96012727691584,204.3866,25.0,1995.0,SF-Detached,Hot-Humid,0,3,15
101932,0,367.0124603713996,100.33524,75.0,1945.0,SF-Detached,Cold,1,4,10
101933,1,121.81151063862355,89.18688,35.0,1985.0,Apt-5plus,Mixed-Humid,0,1,12
101934,0,179.06224998337132,150.50286,55.0,1965.0,SF-Detached,Cold,1,2,14
101936,1,128.59300367783834,106.83845,35.0,1985.0,SF-Detached,Mixed-Humid,0,1,5
101938,1,297.8298438587483,103.12233,35.0,1985.0,SF-Detached,Cold,1,3,12
101939,1,71.85301995173964,139.3545,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,8
101940,1,197.68427209938375,102.1933,65.0,1955.0,SF-Detached,Cold,1,1,13
101941,1,129.11628979992966,100.33524,45.0,1975.0,Mobile,Mixed-Humid,0,1,7
101942,0,148.26131672933667,49.23859,75.0,1945.0,Apt-5plus,Hot-Dry,0,1,16
101943,0,284.4507022854242,35.30314,35.0,1985.0,Apt-2to4,Hot-Dry,0,3,12
101945,1,143.24914959517434,92.903,15.0,2005.0,Apt-5plus,Cold,1,2,11
101946,0,88.48685224129198,140.28353,25.0,1995.0,SF-Attached,Hot-Dry,0,2,15
101947,0,67.6308556152039,79.89658,15.0,2005.0,Apt-2to4,Hot-Humid,0,1,6
101948,0,98.31730009667821,111.4836,15.0,2005.0,SF-Detached,Mixed-Humid,0,1,7
101949,1,174.87866493192854,133.78032,75.0,1945.0,SF-Detached,Cold,1,1,7
101950,1,212.31315310102755,534.19225,5.0,2015.0,SF-Detached,Mixed-Humid,0,3,16
101951,1,86.26887821915459,538.8374,15.0,2005.0,SF-Detached,Cold,1,5,16
101952,1,41.293556170435096,473.8053,55.0,1965.0,SF-Detached,Cold,1,2,12
101953,1,221.02520447122055,130.0642,15.0,2005.0,Mobile,Mixed-Humid,0,2,12
101954,1,125.11954867989309,232.2575,5.0,2015.0,SF-Detached,Mixed-Humid,0,1,12
101955,1,98.16526667124221,353.0314,25.0,1995.0,SF-Detached,Hot-Dry,0,5,16
101956,1,130.04509329234617,209.03175,35.0,1985.0,SF-Detached,Mixed-Humid,0,3,16
101958,1,159.49900288162144,209.96078,25.0,1995.0,SF-Detached,Cold,1,4,8
101959,1,125.67942801449816,455.2247,35.0,1985.0,SF-Detached,Marine,0,2,16
101960,1,122.66078041330535,204.3866,45.0,1975.0,SF-Detached,Marine,0,4,9
101961,1,158.25866838296074,202.52854,75.0,1945.0,SF-Detached,Mixed-Humid,0,4,7
101963,1,180.45240772878336,278.709,35.0,1985.0,SF-Detached,Cold,1,2,3
101964,0,55.48965591452955,173.72861,55.0,1965.0,SF-Detached,Cold,1,2,12
101965,1,194.79982545607461,278.709,15.0,2005.0,SF-Detached,Cold,1,1,16
101966,0,95.99347665916893,159.79316,45.0,1975.0,SF-Attached,Hot-Humid,0,3,11
101967,0,337.86372194575165,60.38695,55.0,1965.0,Apt-5plus,Cold,1,2,2
101969,1,140.69817995896136,97.54814999999999,75.0,1945.0,Apt-2to4,Cold,1,4,13
101970,1,143.91576851268775,274.99288,25.0,1995.0,SF-Detached,Mixed-Humid,0,3,15
101972,1,64.22106255198342,209.03175,35.0,1985.0,SF-Detached,Hot-Humid,0,1,9
101973,1,114.59720384513751,104.05136,15.0,2005.0,Apt-5plus,Marine,0,2,14
101974,0,96.5790632846773,464.515,75.0,1945.0,SF-Attached,Cold,1,2,16
101975,1,354.41436528224983,92.903,35.0,1985.0,Apt-2to4,Subarctic,1,4,9
101976,0,175.38404026557407,72.46433999999999,35.0,1985.0,Apt-5plus,Mixed-Dry,0,1,4
101977,0,115.65670790933208,148.6448,25.0,1995.0,SF-Detached,Hot-Dry,0,1,8
101978,1,91.32010373519157,221.10914,5.0,2015.0,SF-Detached,Hot-Dry,0,2,14
101979,1,34.71627116680792,92.903,25.0,1995.0,SF-Detached,Hot-Dry,0,1,9
101980,1,106.09862925656923,418.0635,15.0,2005.0,SF-Detached,Cold,1,2,16
101981,0,212.42453431066696,120.7739,35.0,1985.0,SF-Attached,Cold,1,2,15
101983,0,79.07341463594274,157.9351,35.0,1985.0,Apt-5plus,Mixed-Humid,0,2,8
101984,1,90.30420513471888,148.6448,75.0,1945.0,Apt-2to4,Marine,0,2,16
101985,0,162.07373632543187,65.0321,25.0,1995.0,SF-Attached,Cold,1,1,8
101986,1,88.74334507528113,222.9672,15.0,2005.0,SF-Detached,Hot-Humid,0,4,13
101987,0,86.71827175398776,62.24501,45.0,1975.0,Apt-5plus,Hot-Dry,0,1,10
101988,1,71.27590019435343,222.9672,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,14
101989,1,302.81671902463717,130.0642,65.0,1955.0,SF-Detached,Marine,0,3,15
101990,1,192.71364519949415,134.70935,35.0,1985.0,SF-Detached,Cold,1,2,13
101991,0,140.68585187208058,206.24466,65.0,1955.0,SF-Detached,Hot-Dry,0,3,5
101992,1,69.87685983382035,167.2254,35.0,1985.0,SF-Attached,Cold,1,2,12
101994,1,74.17837605711483,167.2254,75.0,1945.0,Apt-5plus,Hot-Humid,0,2,14
101995,1,175.9107866228318,66.89016,15.0,2005.0,Apt-5plus,Hot-Dry,0,3,5
101996,1,162.90927350162409,93.83203,15.0,2005.0,SF-Attached,Marine,0,4,12
101997,1,147.83191317391143,178.37376,15.0,2005.0,SF-Detached,Cold,1,2,13
101998,1,87.0848652800391,204.3866,15.0,2005.0,Mobile,Mixed-Humid,0,3,14
101999,1,83.83729479982615,111.4836,35.0,1985.0,Apt-5plus,Mixed-Humid,0,2,10
102000,1,114.50008784474974,125.41905,45.0,1975.0,SF-Detached,Cold,1,2,15
102001,1,120.07410412317255,156.07704,45.0,1975.0,SF-Detached,Marine,0,3,15
102002,1,84.89656414723403,104.05136,15.0,2005.0,Apt-5plus,Cold,1,3,15
102003,0,99.21124543276065,157.9351,25.0,1995.0,Mobile,Mixed-Humid,0,2,2
102005,1,53.66217680758383,371.612,35.0,1985.0,SF-Detached,Cold,1,3,15
102006,1,114.60976031765286,413.41835,25.0,1995.0,SF-Detached,Cold,1,4,16
102007,1,252.6928328068422,55.7418,5.0,2015.0,Apt-5plus,Very-Cold,1,1,4
102008,0,117.71006177221547,65.96113,45.0,1975.0,Apt-5plus,Hot-Humid,0,1,15
102009,1,160.03094826368113,173.72861,55.0,1965.0,SF-Detached,Cold,1,2,12
102010,1,148.29138192435713,83.6127,45.0,1975.0,SF-Detached,Hot-Humid,0,1,10
102011,1,178.2939783280418,88.25785,75.0,1945.0,Apt-5plus,Cold,1,1,11
102013,1,126.26799320619814,278.709,35.0,1985.0,SF-Detached,Cold,1,4,16
102014,1,51.41414302714764,483.0956,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,16
102015,1,124.10411624131791,195.09629999999999,75.0,1945.0,SF-Detached,Cold,1,2,14
102016,1,240.48659618779556,169.08346,25.0,1995.0,SF-Detached,Cold,1,2,8
102017,1,101.9911961505845,97.54814999999999,35.0,1985.0,Apt-5plus,Mixed-Humid,0,3,9
102018,1,161.33267241307948,348.38625,55.0,1965.0,SF-Detached,Mixed-Humid,0,4,16
102019,1,163.96294733097722,418.0635,25.0,1995.0,SF-Detached,Cold,1,3,16
102020,0,181.7529625529898,69.67725,35.0,1985.0,Apt-2to4,Hot-Humid,0,3,6
102021,1,134.26171239130267,148.6448,45.0,1975.0,SF-Detached,Cold,1,2,12
102022,1,82.03202602813937,222.9672,35.0,1985.0,SF-Detached,Cold,1,2,12
102023,1,129.4801653153946,384.61842,15.0,2005.0,SF-Detached,Hot-Humid,0,6,16
102025,1,201.3980134155303,232.2575,25.0,1995.0,SF-Detached,Cold,1,4,13
102026,1,177.53290494699496,111.4836,25.0,1995.0,SF-Detached,Mixed-Humid,0,4,14
102027,0,218.25408653518267,102.1933,55.0,1965.0,SF-Detached,Hot-Humid,0,2,12
102028,1,175.43695319740743,76.18046,25.0,1995.0,SF-Detached,Hot-Humid,0,2,13
102029,1,310.05398801849424,64.10307,75.0,1945.0,SF-Detached,Cold,1,2,14
102031,0,291.3739350812457,84.54173,65.0,1955.0,SF-Detached,Cold,1,2,13
102034,1,149.13753258991792,157.9351,25.0,1995.0,Mobile,Cold,1,2,5
102035,1,432.46433819366683,101.26427,25.0,1995.0,SF-Detached,Cold,1,2,12
102036,1,154.12625146519667,69.67725,15.0,2005.0,Apt-5plus,Cold,1,2,14
102037,1,297.1279074184511,185.806,75.0,1945.0,SF-Detached,Cold,1,1,1
102038,0,171.17164063779268,111.4836,5.0,2015.0,SF-Attached,Cold,1,2,7
102039,0,162.13638505240164,211.81884,75.0,1945.0,SF-Detached,Cold,1,3,15
102040,1,105.10953446999734,111.4836,35.0,1985.0,SF-Detached,Cold,1,2,12
102041,1,369.467622416109,106.83845,75.0,1945.0,SF-Detached,Cold,1,1,15
102042,0,199.53459181364747,148.6448,75.0,1945.0,SF-Detached,Hot-Humid,0,1,13
102043,1,109.04924457868685,315.8702,15.0,2005.0,SF-Attached,Very-Cold,1,2,16
102044,1,139.47660429945373,176.5157,35.0,1985.0,SF-Detached,Hot-Humid,0,3,10
102045,1,302.07820612698663,125.41905,75.0,1945.0,Apt-2to4,Cold,1,3,10
102046,0,535.2370478071995,77.10949,35.0,1985.0,SF-Detached,Cold,1,4,15
102047,1,240.28690653766293,110.55457,35.0,1985.0,SF-Detached,Mixed-Humid,0,4,15
102048,0,206.16930681254982,167.2254,15.0,2005.0,SF-Detached,Cold,1,5,12
102049,1,80.57492377068628,269.4187,75.0,1945.0,SF-Detached,Marine,0,2,16
102050,0,102.77209326670891,97.54814999999999,35.0,1985.0,SF-Detached,Hot-Humid,0,2,11
102051,1,100.23576094486093,139.3545,15.0,2005.0,SF-Attached,Mixed-Humid,0,1,11
102052,1,29.5258044837431,334.4508,25.0,1995.0,SF-Detached,Hot-Humid,0,1,14
102053,1,190.38243379297842,157.9351,15.0,2005.0,SF-Detached,Hot-Dry,0,4,15
102054,0,250.90406180865853,260.1284,65.0,1955.0,SF-Detached,Mixed-Humid,0,4,16
102056,1,113.82689313596227,161.65122,55.0,1965.0,SF-Detached,Hot-Dry,0,2,15
102057,1,108.4857445622721,124.49002,75.0,1945.0,SF-Detached,Hot-Humid,0,2,15
102058,0,85.1479042210811,142.14159,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,13
102060,0,165.13527472883445,94.76106,75.0,1945.0,SF-Detached,Hot-Dry,0,2,7
102061,0,53.666439452203605,148.6448,5.0,2015.0,Apt-5plus,Hot-Humid,0,1,8
102062,1,142.92979499652807,213.6769,55.0,1965.0,Apt-2to4,Mixed-Humid,0,1,15
102063,1,401.0110568177432,139.3545,35.0,1985.0,SF-Detached,Cold,1,1,13
102064,1,95.30390083599431,297.2896,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,15
102065,1,113.17449645202288,376.25715,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,15
102066,1,228.12132039663842,232.2575,15.0,2005.0,SF-Detached,Mixed-Humid,0,6,16
102067,0,167.70597780610316,97.54814999999999,35.0,1985.0,SF-Attached,Hot-Humid,0,4,5
102068,1,78.68044219907317,241.5478,35.0,1985.0,SF-Detached,Cold,1,2,2
102069,1,116.4581573542524,235.04459,45.0,1975.0,SF-Detached,Cold,1,1,15
102071,1,105.95845814410822,195.09629999999999,25.0,1995.0,Mobile,Mixed-Humid,0,3,10
102072,1,171.52015364542223,236.90265,75.0,1945.0,SF-Detached,Cold,1,2,16
102073,0,35.93701777697648,130.0642,35.0,1985.0,Apt-5plus,Hot-Humid,0,1,15
102074,0,146.80192906766985,404.12805,75.0,1945.0,SF-Detached,Mixed-Humid,0,5,16
102075,1,293.857978222886,241.5478,35.0,1985.0,SF-Detached,Very-Cold,1,5,13
102076,1,188.5390454687633,111.4836,25.0,1995.0,SF-Attached,Mixed-Humid,0,2,15
102077,1,138.64583139799296,130.0642,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,7
102078,1,26.498977955205994,269.4187,45.0,1975.0,Apt-2to4,Cold,1,2,4
102079,1,143.954937339557,445.9344,25.0,1995.0,SF-Detached,Cold,1,3,16
102080,0,87.61603352210099,234.11556,75.0,1945.0,SF-Attached,Hot-Humid,0,2,9
102081,1,160.86319107013327,222.9672,45.0,1975.0,SF-Detached,Mixed-Humid,0,2,9
102082,1,200.77180439238512,134.70935,45.0,1975.0,Mobile,Cold,1,2,11
102083,0,146.48374955624152,180.23182,65.0,1955.0,SF-Detached,Cold,1,5,3
102084,1,44.53921431884911,59.45792,35.0,1985.0,SF-Detached,Cold,1,1,1
102085,0,118.46144657547399,139.3545,45.0,1975.0,Apt-5plus,Mixed-Humid,0,1,3
102086,1,235.9623178935556,130.0642,55.0,1965.0,SF-Detached,Cold,1,5,13
102087,1,109.35817460600227,102.1933,15.0,2005.0,Mobile,Mixed-Humid,0,1,11
102088,0,101.11597470140569,49.23859,25.0,1995.0,Apt-5plus,Cold,1,1,9
102089,1,86.67092046205867,306.5799,15.0,2005.0,SF-Attached,Cold,1,4,15
102090,1,109.807080712223,250.8381,45.0,1975.0,SF-Detached,Very-Cold,1,2,14
102091,1,123.12845489106434,178.37376,45.0,1975.0,SF-Detached,Hot-Humid,0,1,12
102092,0,185.9088767555172,55.7418,35.0,1985.0,Mobile,Hot-Humid,0,1,5
102093,1,46.997924297150306,445.9344,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,12
102095,1,80.34952238159575,170.94152,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,15
102096,0,145.5539069553494,104.05136,15.0,2005.0,SF-Attached,Mixed-Humid,0,1,14
102097,1,85.8699631576172,290.78639,25.0,1995.0,SF-Detached,Mixed-Humid,0,3,16
102098,1,197.9395767062773,89.18688,15.0,2005.0,SF-Attached,Hot-Dry,0,2,11
102099,0,214.97420926808996,52.95471,55.0,1965.0,Apt-5plus,Cold,1,1,10
102100,1,129.16219215864243,269.4187,5.0,2015.0,SF-Detached,Cold,1,5,11
102101,1,183.3669746230984,232.2575,75.0,1945.0,SF-Detached,Cold,1,5,8
102102,0,133.50222963987432,102.1933,75.0,1945.0,Apt-2to4,Marine,0,2,12
102103,0,314.8562371201371,103.12233,45.0,1975.0,Mobile,Cold,1,3,4
102104,1,148.43935046809844,169.08346,75.0,1945.0,SF-Detached,Cold,1,4,15
102105,1,89.81186574969927,155.14801,15.0,2005.0,SF-Attached,Cold,1,4,15
102106,0,41.983445381555235,92.903,25.0,1995.0,Mobile,Hot-Humid,0,2,1
102107,1,115.3679800729023,140.28353,45.0,1975.0,SF-Attached,Cold,1,4,14
102108,0,55.270609453121935,260.1284,25.0,1995.0,SF-Detached,Hot-Humid,0,2,13
102109,0,252.98068469435512,51.09665,55.0,1965.0,Apt-5plus,Hot-Humid,0,2,6
102110,0,234.20557353148257,222.9672,65.0,1955.0,SF-Detached,Cold,1,4,15
102111,1,66.24600482021438,362.3217,25.0,1995.0,SF-Detached,Cold,1,3,15
102112,0,125.01029613483796,242.47683,55.0,1965.0,SF-Detached,Mixed-Humid,0,3,16
102113,1,136.33167259775703,278.709,25.0,1995.0,SF-Detached,Mixed-Humid,0,6,15
102114,1,162.19560728983254,92.903,65.0,1955.0,Apt-2to4,Cold,1,1,6
102115,1,193.778827337944,208.10272,15.0,2005.0,SF-Detached,Marine,0,2,15
102116,1,172.07834970705306,235.97362,45.0,1975.0,SF-Detached,Cold,1,2,15
102117,0,78.26553063418757,139.3545,75.0,1945.0,SF-Attached,Cold,1,2,14
102119,1,96.60926285592974,299.14766,15.0,2005.0,SF-Detached,Cold,1,2,15
102120,1,101.51072948586561,146.78674,75.0,1945.0,SF-Attached,Mixed-Humid,0,2,15
102121,1,113.18340846844059,103.12233,35.0,1985.0,SF-Attached,Mixed-Humid,0,1,12
102122,0,158.81170626693992,65.96113,45.0,1975.0,SF-Detached,Hot-Humid,0,1,10
102123,1,152.5205107395418,278.709,55.0,1965.0,SF-Detached,Cold,1,1,4
102124,1,167.13154653090203,241.5478,65.0,1955.0,SF-Detached,Mixed-Humid,0,4,14
102125,1,113.9417393798218,222.9672,75.0,1945.0,SF-Detached,Cold,1,1,4
102126,0,38.7024380141869,191.38018,15.0,2005.0,Apt-5plus,Hot-Humid,0,1,11
102127,1,153.48850784786222,213.6769,25.0,1995.0,SF-Detached,Mixed-Dry,0,1,10
102128,1,198.0586573575178,139.3545,55.0,1965.0,SF-Attached,Cold,1,4,16
102129,1,163.9046193522575,213.6769,55.0,1965.0,SF-Detached,Cold,1,2,16
102130,1,118.04066421704125,431.06992,25.0,1995.0,SF-Detached,Mixed-Humid,0,3,15
102131,0,124.8245266593433,248.98004,25.0,1995.0,SF-Detached,Cold,1,2,10
102132,1,56.142557905140244,390.19259999999997,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,16
102133,1,310.41710394961717,130.0642,45.0,1975.0,SF-Detached,Cold,1,4,15
102134,1,39.454975508741185,371.612,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,16
102135,1,114.31627754685687,205.31563,35.0,1985.0,SF-Detached,Marine,0,1,13
102136,0,202.94079055572908,144.92867999999999,55.0,1965.0,SF-Detached,Cold,1,3,14
102137,1,137.18216093262726,157.9351,75.0,1945.0,SF-Detached,Mixed-Humid,0,3,10
102138,1,46.44312542932088,119.84487,45.0,1975.0,SF-Attached,Hot-Humid,0,2,8
102139,1,178.24855309815754,201.59951,65.0,1955.0,SF-Detached,Cold,1,2,14
102140,1,56.731261534882236,404.12805,35.0,1985.0,SF-Detached,Mixed-Humid,0,4,16
102142,1,395.2011786685279,88.25785,55.0,1965.0,SF-Detached,Very-Cold,1,4,14
102144,1,100.31583504607478,836.127,75.0,1945.0,SF-Detached,Cold,1,4,16
102145,0,298.54040322075036,174.65764,65.0,1955.0,SF-Detached,Cold,1,3,5
102146,1,345.12161073552926,222.9672,35.0,1985.0,SF-Detached,Subarctic,1,2,14
102147,0,165.0275234187324,99.40621,75.0,1945.0,SF-Detached,Marine,0,2,7
102148,1,97.9393745241665,92.903,25.0,1995.0,SF-Detached,Cold,1,2,9
102149,1,244.3037229540982,192.30921,55.0,1965.0,SF-Detached,Cold,1,5,16
102150,0,108.24797458572256,93.83203,75.0,1945.0,Apt-5plus,Mixed-Humid,0,1,11
102151,1,246.22988304033237,102.1933,65.0,1955.0,SF-Detached,Hot-Humid,0,2,13
102152,1,57.361519165542504,260.1284,15.0,2005.0,SF-Detached,Hot-Dry,0,4,16
102153,0,93.82865513280352,204.3866,45.0,1975.0,SF-Detached,Cold,1,1,14
102154,1,91.62251116852701,201.59951,15.0,2005.0,SF-Detached,Hot-Humid,0,5,15
102155,0,97.91213940878548,42.73538,45.0,1975.0,Apt-5plus,Mixed-Humid,0,1,13
102156,1,84.11778072110734,270.34773,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,16
102157,1,198.58810331892522,92.903,75.0,1945.0,SF-Detached,Mixed-Humid,0,1,5
102158,1,58.71530592096405,125.41905,45.0,1975.0,SF-Detached,Marine,0,2,15
102160,1,111.95010730648558,343.7411,5.0,2015.0,SF-Detached,Mixed-Humid,0,3,16
102161,0,140.372760889174,67.81919,45.0,1975.0,Apt-5plus,Hot-Dry,0,3,7
102164,0,61.24189238455424,162.58025,35.0,1985.0,SF-Detached,Mixed-Humid,0,1,16
102165,0,92.26685526735184,74.3224,75.0,1945.0,SF-Attached,Hot-Dry,0,2,5
102166,0,210.6564428291462,46.4515,45.0,1975.0,Apt-5plus,Hot-Humid,0,2,1
102167,1,372.65435173724256,111.4836,5.0,2015.0,SF-Detached,Cold,1,6,11
102168,1,219.03331895450427,83.6127,75.0,1945.0,Apt-5plus,Cold,1,2,13
102169,1,118.84620996862658,408.7732,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,15
102170,1,33.9538132829441,400.41193,15.0,2005.0,SF-Detached,Mixed-Humid,0,4,16
102171,1,99.35640251858983,324.23147,25.0,1995.0,SF-Detached,Cold,1,1,14
102172,0,169.53246647749438,46.4515,45.0,1975.0,Apt-2to4,Cold,1,2,3
102173,1,104.76302382141304,182.08988,55.0,1965.0,SF-Detached,Hot-Humid,0,1,13
102174,1,179.59924869497638,181.16085,5.0,2015.0,SF-Detached,Hot-Humid,0,6,13
102175,1,94.43458246380983,41.80635,55.0,1965.0,Apt-5plus,Mixed-Humid,0,1,11
102176,0,181.9513593168552,82.68367,25.0,1995.0,Apt-2to4,Cold,1,2,9
102177,1,100.84132732072631,138.42547,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,15
102178,0,226.63623506531198,130.0642,75.0,1945.0,SF-Detached,Cold,1,4,15
102179,1,123.99783197374104,185.806,25.0,1995.0,SF-Detached,Marine,0,6,6
102180,1,121.67898484652102,245.26391999999998,45.0,1975.0,SF-Detached,Mixed-Humid,0,1,15
102181,0,129.04385682546766,260.1284,25.0,1995.0,Mobile,Mixed-Humid,0,3,7
102182,0,84.04749964305114,260.1284,15.0,2005.0,SF-Detached,Hot-Humid,0,1,15
102183,1,117.13705025282914,297.2896,55.0,1965.0,SF-Detached,Cold,1,4,1
102184,1,91.16402038127136,232.2575,35.0,1985.0,SF-Detached,Mixed-Humid,0,1,9
102186,1,151.5952853487409,106.83845,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,14
102187,1,194.61003458899532,111.4836,75.0,1945.0,SF-Attached,Cold,1,2,7
102188,1,263.38198048428893,167.2254,45.0,1975.0,SF-Detached,Mixed-Humid,0,2,9
102189,1,170.1652599300436,325.1605,45.0,1975.0,SF-Detached,Cold,1,3,15
102190,1,219.8006502090947,138.42547,15.0,2005.0,SF-Detached,Mixed-Humid,0,3,11
102191,1,234.13075708629063,111.4836,35.0,1985.0,Mobile,Mixed-Dry,0,4,8
102192,1,55.97347441872515,204.3866,65.0,1955.0,SF-Detached,Mixed-Humid,0,1,5
102193,1,68.01273786208249,390.19259999999997,5.0,2015.0,SF-Detached,Hot-Humid,0,4,16
102194,1,176.81760703069028,315.8702,65.0,1955.0,SF-Detached,Cold,1,1,16
102195,1,175.4720615160826,74.3224,45.0,1975.0,SF-Attached,Mixed-Humid,0,1,14
102196,0,180.20674030648792,80.82561,75.0,1945.0,SF-Detached,Cold,1,2,8
102197,0,303.37346792548516,81.75464,65.0,1955.0,SF-Detached,Cold,1,2,3
102198,0,175.7466016068172,132.85129,75.0,1945.0,SF-Detached,Cold,1,2,13
102200,1,134.74889994243392,445.9344,15.0,2005.0,SF-Detached,Cold,1,4,16
102201,0,205.71764036104952,104.05136,45.0,1975.0,Mobile,Hot-Humid,0,4,7
102202,0,114.970005456309,139.3545,35.0,1985.0,Mobile,Mixed-Humid,0,2,12
102203,1,78.98022880818371,429.21186,15.0,2005.0,SF-Detached,Very-Cold,1,2,10
102204,0,73.96729907853104,169.08346,75.0,1945.0,SF-Detached,Cold,1,1,5
102205,1,207.03869779046036,195.09629999999999,65.0,1955.0,SF-Detached,Cold,1,2,16
102206,1,97.23017201699851,287.9993,45.0,1975.0,SF-Detached,Cold,1,1,8
102207,1,56.59329112269665,148.6448,15.0,2005.0,SF-Attached,Mixed-Humid,0,1,13
102208,1,48.93751159248103,321.44438,35.0,1985.0,SF-Detached,Mixed-Humid,0,1,5
102209,0,108.58521313640861,111.4836,25.0,1995.0,Apt-2to4,Hot-Humid,0,3,4
102210,1,128.74587427260883,244.33489,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,15
102211,1,226.82831140815154,163.50928,45.0,1975.0,SF-Attached,Cold,1,2,12
102212,1,43.584275456485635,185.806,15.0,2005.0,SF-Detached,Cold,1,7,4
102213,1,57.67852653100936,232.2575,45.0,1975.0,SF-Detached,Mixed-Humid,0,2,7
102214,1,79.99488444977744,230.39944,25.0,1995.0,SF-Attached,Mixed-Humid,0,2,12
102215,1,201.34092550868135,147.71577,25.0,1995.0,SF-Detached,Hot-Dry,0,2,15
102216,0,132.58693864207996,111.4836,35.0,1985.0,SF-Attached,Hot-Dry,0,1,13
102217,0,535.7497708027283,32.51605,35.0,1985.0,Mobile,Cold,1,1,10
102218,0,342.1484972530256,96.61912,55.0,1965.0,SF-Detached,Mixed-Humid,0,3,2
102219,1,100.99028635169664,120.7739,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,9
